,param_kernel,mean_train_log_marginal_likelihood,mean_train_mean_squared_error,mean_test_log_marginal_likelihood,mean_test_mean_squared_error,param_alpha,params,std_train_mean_squared_error,std_test_log_marginal_likelihood,std_test_mean_squared_error,rank_test_mean_squared_error,rank_test_log_marginal_likelihood,split0_test_mean_squared_error,split1_test_mean_squared_error,split2_test_mean_squared_error,split3_test_mean_squared_error,split4_test_mean_squared_error,split5_test_mean_squared_error,split6_test_mean_squared_error,split7_test_mean_squared_error,split0_train_mean_squared_error,split1_train_mean_squared_error,split2_train_mean_squared_error,split3_train_mean_squared_error,split4_train_mean_squared_error,split5_train_mean_squared_error,split6_train_mean_squared_error,split7_train_mean_squared_error,split0_test_log_marginal_likelihood,split1_test_log_marginal_likelihood,split2_test_log_marginal_likelihood,split3_test_log_marginal_likelihood,split4_test_log_marginal_likelihood,split5_test_log_marginal_likelihood,split6_test_log_marginal_likelihood,split7_test_log_marginal_likelihood,split0_train_log_marginal_likelihood,split1_train_log_marginal_likelihood,split2_train_log_marginal_likelihood,split3_train_log_marginal_likelihood,split4_train_log_marginal_likelihood,split5_train_log_marginal_likelihood,split6_train_log_marginal_likelihood,split7_train_log_marginal_likelihood
54,1**2 * RBF(length_scale=1) + WhiteKernel(noise_level=1e-05),36.720638668766384,-6.691979330570318e-06,36.720638668766384,-0.0009463510341786079,1e-07,"{'alpha': 1e-07, 'kernel': 1**2 * RBF(length_scale=1) + WhiteKernel(noise_level=1e-05)}",3.183037781078328e-06,2.5052707585852527,0.0017642747383887665,79,21,-0.005269583934471367,-0.002068280885327049,-0.0001002569415865551,-9.40288027858537e-05,-2.6882732941305526e-05,-5.2435861183138265e-06,-3.1655226825299956e-06,-3.365867515888894e-06,-9.104364061715983e-06,-8.606643937228803e-06,-1.2665558574019266e-06,-1.2135106438577133e-06,-7.383035991989304e-06,-8.405410884419799e-06,-8.748340672413182e-06,-8.807972595535837e-06,41.0137547380482,39.331626054244026,38.066391984739106,37.75828729753323,35.01239595163924,34.21895174362083,34.11953394793648,34.244167632369944,41.0137547380482,39.331626054244026,38.066391984739106,37.75828729753323,35.01239595163924,34.21895174362083,34.11953394793648,34.244167632369944
58,1**2 * RBF(length_scale=1) + WhiteKernel(noise_level=1e-05),36.720638668766384,-6.691979330570318e-06,36.720638668766384,-0.0009463510341786079,1e-07,"{'alpha': 1e-07, 'kernel': 1**2 * RBF(length_scale=1) + WhiteKernel(noise_level=1e-05)}",3.183037781078328e-06,2.5052707585852527,0.0017642747383887665,79,21,-0.005269583934471367,-0.002068280885327049,-0.0001002569415865551,-9.40288027858537e-05,-2.6882732941305526e-05,-5.2435861183138265e-06,-3.1655226825299956e-06,-3.365867515888894e-06,-9.104364061715983e-06,-8.606643937228803e-06,-1.2665558574019266e-06,-1.2135106438577133e-06,-7.383035991989304e-06,-8.405410884419799e-06,-8.748340672413182e-06,-8.807972595535837e-06,41.0137547380482,39.331626054244026,38.066391984739106,37.75828729753323,35.01239595163924,34.21895174362083,34.11953394793648,34.244167632369944,41.0137547380482,39.331626054244026,38.066391984739106,37.75828729753323,35.01239595163924,34.21895174362083,34.11953394793648,34.244167632369944
120,1**2 * RBF(length_scale=1) + WhiteKernel(noise_level=1e-05),36.68905820172991,-6.710251750314919e-06,36.68905820172991,-0.0009463454301678538,1e-06,"{'alpha': 1e-06, 'kernel': 1**2 * RBF(length_scale=1) + WhiteKernel(noise_level=1e-05)}",3.1517513975233417e-06,2.4908098018810176,0.0017642775676755147,77,23,-0.0052695839002548225,-0.002068280982725602,-0.00010051799957135964,-9.372284788685392e-05,-2.6882735189255216e-05,-5.243585373638719e-06,-3.1655225562908547e-06,-3.3658677850076866e-06,-9.104361254155697e-06,-8.606658481766755e-06,-1.3408169230228322e-06,-1.2854118969933047e-06,-7.383036951652308e-06,-8.405415212290387e-06,-8.748340524119544e-06,-8.807972758518527e-06,41.01375473805804,39.33162605387942,37.94044439584815,37.63159115049656,35.012395951635156,34.21895174361519,34.11953394793653,34.244167632370186,41.01375473805804,39.33162605387942,37.94044439584815,37.63159115049656,35.012395951635156,34.21895174361519,34.11953394793653,34.244167632370186
124,1**2 * RBF(length_scale=1) + WhiteKernel(noise_level=1e-05),36.68905820172991,-6.710251750314919e-06,36.68905820172991,-0.0009463454301678538,1e-06,"{'alpha': 1e-06, 'kernel': 1**2 * RBF(length_scale=1) + WhiteKernel(noise_level=1e-05)}",3.1517513975233417e-06,2.4908098018810176,0.0017642775676755147,77,23,-0.0052695839002548225,-0.002068280982725602,-0.00010051799957135964,-9.372284788685392e-05,-2.6882735189255216e-05,-5.243585373638719e-06,-3.1655225562908547e-06,-3.3658677850076866e-06,-9.104361254155697e-06,-8.606658481766755e-06,-1.3408169230228322e-06,-1.2854118969933047e-06,-7.383036951652308e-06,-8.405415212290387e-06,-8.748340524119544e-06,-8.807972758518527e-06,41.01375473805804,39.33162605387942,37.94044439584815,37.63159115049656,35.012395951635156,34.21895174361519,34.11953394793653,34.244167632370186,41.01375473805804,39.33162605387942,37.94044439584815,37.63159115049656,35.012395951635156,34.21895174361519,34.11953394793653,34.244167632370186
259,1**2 * RBF(length_scale=1) + WhiteKernel(noise_level=1e-05) + 1**2,36.45950852966371,-2.520981023281146e-05,36.45950852966371,-0.00014525096611925324,0.0001,"{'alpha': 0.0001, 'kernel': 1**2 * RBF(length_scale=1) + WhiteKernel(noise_level=1e-05) + 1**2}",7.297802745039466e-06,0.9941266992163067,0.0002199505326100265,13,25,-0.0006883780448881783,-0.0002576359877554522,-9.991593655616336e-05,-7.025800210762152e-05,-2.1034839113502602e-05,-7.553618144990015e-06,-8.04861267584606e-06,-9.182687712271742e-06,-1.4069673948268778e-05,-1.2860728525325169e-05,-2.609928869338002e-05,-2.4123597003016744e-05,-2.8805092153256644e-05,-3.186736950956122e-05,-3.201725583311233e-05,-3.1835476196570765e-05,38.752371185356196,37.17710322922423,36.48227055769764,36.33268942511928,35.79819523639373,35.70641160050429,35.709437583213514,35.71758941980077,38.752371185356196,37.17710322922423,36.48227055769764,36.33268942511928,35.79819523639373,35.70641160050429,35.709437583213514,35.71758941980077
186,1**2 * RBF(length_scale=1) + WhiteKernel(noise_level=1e-05),36.42330770749925,-6.898696255200403e-06,36.42330770749925,-0.0009466883425164106,1e-05,"{'alpha': 1e-05, 'kernel': 1**2 * RBF(length_scale=1) + WhiteKernel(noise_level=1e-05)}",2.9292758482473215e-06,2.4042213467635194,0.0017649881642835324,81,26,-0.005271543654774268,-0.002069397106870923,-0.00010311979951551284,-9.07230554716058e-05,-2.6948146085125774e-05,-5.243585745501795e-06,-3.165523225260342e-06,-3.365868443087947e-06,-9.255485782978852e-06,-8.764164383697776e-06,-1.9321600173202403e-06,-1.8643655045617746e-06,-7.411666834909842e-06,-8.405413051110408e-06,-8.748341309961386e-06,-8.807973157062945e-06,40.9813270761101,39.29547414895429,36.9185666907646,36.607442254359064,35.0009981658831,34.218951743616856,34.11953394793595,34.244167632370065,40.9813270761101,39.29547414895429,36.9185666907646,36.607442254359064,35.0009981658831,34.218951743616856,34.11953394793595,34.244167632370065
190,1**2 * RBF(length_scale=1) + WhiteKernel(noise_level=1e-05),36.42330770749925,-6.898696255200403e-06,36.42330770749925,-0.0009466883425164106,1e-05,"{'alpha': 1e-05, 'kernel': 1**2 * RBF(length_scale=1) + WhiteKernel(noise_level=1e-05)}",2.9292758482473215e-06,2.4042213467635194,0.0017649881642835324,81,26,-0.005271543654774268,-0.002069397106870923,-0.00010311979951551284,-9.07230554716058e-05,-2.6948146085125774e-05,-5.243585745501795e-06,-3.165523225260342e-06,-3.365868443087947e-06,-9.255485782978852e-06,-8.764164383697776e-06,-1.9321600173202403e-06,-1.8643655045617746e-06,-7.411666834909842e-06,-8.405413051110408e-06,-8.748341309961386e-06,-8.807973157062945e-06,40.9813270761101,39.29547414895429,36.9185666907646,36.607442254359064,35.0009981658831,34.218951743616856,34.11953394793595,34.244167632370065,40.9813270761101,39.29547414895429,36.9185666907646,36.607442254359064,35.0009981658831,34.218951743616856,34.11953394793595,34.244167632370065
56,"1**2 * Matern(length_scale=1, nu=1.5) + WhiteKernel(noise_level=1e-05)",36.41115401973145,-6.034589180305308e-06,36.41115401973145,-0.0009379060263249613,1e-07,"{'alpha': 1e-07, 'kernel': 1**2 * Matern(length_scale=1, nu=1.5) + WhiteKernel(noise_level=1e-05)}",3.115324900319456e-06,2.4808192512257623,0.0017514603304367334,75,28,-0.00523518323271612,-0.0020375169856775236,-0.00010061427104631508,-9.359848930109386e-05,-2.6585598912516563e-05,-5.359212421174528e-06,-2.288976667033096e-06,-2.1014438579131427e-06,-8.24383421651544e-06,-7.827765688691287e-06,-6.798541541148996e-07,-6.470716653588488e-07,-7.174240832456636e-06,-7.650451783864373e-06,-8.028783985009548e-06,-8.024711116431436e-06,40.78195066883218,38.941284185121795,37.68095354517801,37.33721036434833,34.77654710442589,33.98220188497456,33.78989577332708,33.99918863164371,40.78195066883218,38.941284185121795,37.68095354517801,37.33721036434833,34.77654710442589,33.98220188497456,33.78989577332708,33.99918863164371
258,1**2 * RBF(length_scale=1) + WhiteKernel(noise_level=1e-05),36.40976621562875,-2.5077064129060302e-05,36.40976621562875,-0.0001477802556957614,0.0001,"{'alpha': 0.0001, 'kernel': 1**2 * RBF(length_scale=1) + WhiteKernel(noise_level=1e-05)}",7.2616883906729125e-06,1.0170574789493616,0.00022388872135201238,14,29,-0.0006989255211952756,-0.00026693988309917083,-0.00010031142035087234,-7.223554930916364e-05,-2.3386102575714588e-05,-6.480604960752217e-06,-6.358201989879167e-06,-7.604762085262706e-06,-1.3963435099199252e-05,-1.2783391125505941e-05,-2.602834118555886e-05,-2.4008047421951326e-05,-2.870205387747797e-05,-3.16802982045674e-05,-3.181531136234863e-05,-3.163563475587304e-05,38.74746348901996,37.163111008724016,36.42307851498821,36.28325282163617,35.750931063492324,35.63441420044334,35.633494701370566,35.642383925355475,38.74746348901996,37.163111008724016,36.42307851498821,36.28325282163617,35.750931063492324,35.63441420044334,35.633494701370566,35.642383925355475
262,1**2 * RBF(length_scale=1) + WhiteKernel(noise_level=1e-05),36.40976621562875,-2.5077064129060302e-05,36.40976621562875,-0.0001477802556957614,0.0001,"{'alpha': 0.0001, 'kernel': 1**2 * RBF(length_scale=1) + WhiteKernel(noise_level=1e-05)}",7.2616883906729125e-06,1.0170574789493616,0.00022388872135201238,14,29,-0.0006989255211952756,-0.00026693988309917083,-0.00010031142035087234,-7.223554930916364e-05,-2.3386102575714588e-05,-6.480604960752217e-06,-6.358201989879167e-06,-7.604762085262706e-06,-1.3963435099199252e-05,-1.2783391125505941e-05,-2.602834118555886e-05,-2.4008047421951326e-05,-2.870205387747797e-05,-3.16802982045674e-05,-3.181531136234863e-05,-3.163563475587304e-05,38.74746348901996,37.163111008724016,36.42307851498821,36.28325282163617,35.750931063492324,35.63441420044334,35.633494701370566,35.642383925355475,38.74746348901996,37.163111008724016,36.42307851498821,36.28325282163617,35.750931063492324,35.63441420044334,35.633494701370566,35.642383925355475
261,"1**2 * RationalQuadratic(alpha=1, length_scale=1) + WhiteKernel(noise_level=1e-05)",36.40976457634693,-2.5077047676206926e-05,36.40976457634693,-0.00014778031152676616,0.0001,"{'alpha': 0.0001, 'kernel': 1**2 * RationalQuadratic(alpha=1, length_scale=1) + WhiteKernel(noise_level=1e-05)}",7.261666766148617e-06,1.0170567564375042,0.00022388905898295511,16,31,-0.0006989268395277425,-0.0002669388997129189,-0.0001003115873806476,-7.223549775902225e-05,-2.338603204424328e-05,-6.480635649263493e-06,-6.358223800482077e-06,-7.604776339809492e-06,-1.3963461628449271e-05,-1.278341054391536e-05,-2.6028286949926855e-05,-2.400801944597166e-05,-2.8702077336197244e-05,-3.1680271219728915e-05,-3.181528042045544e-05,-3.163557386501065e-05,38.747460983674536,37.16310667198109,36.42307755709206,36.283251707145865,35.750929910715136,35.634412603352224,35.63349397809416,35.64238319872034,38.747460983674536,37.16310667198109,36.42307755709206,36.283251707145865,35.750929910715136,35.634412603352224,35.63349397809416,35.64238319872034
122,"1**2 * Matern(length_scale=1, nu=1.5) + WhiteKernel(noise_level=1e-05)",36.37988358160334,-6.046142986335945e-06,36.37988358160334,-0.0009379001433696554,1e-06,"{'alpha': 1e-06, 'kernel': 1**2 * Matern(length_scale=1, nu=1.5) + WhiteKernel(noise_level=1e-05)}",3.0954086399419275e-06,2.4675292590705986,0.0017514633293346765,74,32,-0.005235183281415192,-0.00203751699118852,-0.00010088972884032945,-9.327591325956677e-05,-2.658559922902693e-05,-5.3592123470723886e-06,-2.2889767613539737e-06,-2.1014439161817423e-06,-8.243837910674385e-06,-7.82776632394752e-06,-7.271758725193804e-07,-6.921752764431179e-07,-7.17424108042095e-06,-7.650452123597073e-06,-8.028784111775614e-06,-8.024711191309513e-06,40.781950668799865,38.94128418512288,37.55550299842333,37.21249740609756,34.77654710442634,33.9822018849742,33.789895773327,33.99918863165555,40.781950668799865,38.94128418512288,37.55550299842333,37.21249740609756,34.77654710442634,33.9822018849742,33.789895773327,33.99918863165555
188,"1**2 * Matern(length_scale=1, nu=1.5) + WhiteKernel(noise_level=1e-05)",36.12498588339914,-6.1904977768421835e-06,36.12498588339914,-0.0009382597978309351,1e-05,"{'alpha': 1e-05, 'kernel': 1**2 * Matern(length_scale=1, nu=1.5) + WhiteKernel(noise_level=1e-05)}",2.9355174700487926e-06,2.3913964298666937,0.0017522417060373053,76,33,-0.00523736073784483,-0.002038603475631274,-0.00010361864103512674,-9.013713009327617e-05,-2.6608757607539664e-05,-5.359212249877805e-06,-2.288982780952912e-06,-2.1014454046036387e-06,-8.403523460297444e-06,-7.949489645798416e-06,-1.1643800497025865e-06,-1.1105065025675289e-06,-7.192124681123125e-06,-7.65045256919967e-06,-8.02879220205011e-06,-8.024713103998585e-06,40.74877167143188,38.91428968769415,36.563948426822954,36.227261570357456,34.77432942098129,33.98220188497347,33.789895773277955,33.99918863165398,40.74877167143188,38.91428968769415,36.563948426822954,36.227261570357456,34.77432942098129,33.98220188497347,33.789895773277955,33.99918863165398
260,"1**2 * Matern(length_scale=1, nu=1.5) + WhiteKernel(noise_level=1e-05)",36.05398956820764,-1.8601095824618203e-05,36.05398956820764,-0.00016527941072076794,0.0001,"{'alpha': 0.0001, 'kernel': 1**2 * Matern(length_scale=1, nu=1.5) + WhiteKernel(noise_level=1e-05)}",3.9991734956929575e-06,1.0457062476377326,0.0002730656728621911,19,34,-0.0008609238661020878,-0.00023653127218782716,-0.0001115943289522186,-6.918751002441021e-05,-2.3081432817418114e-05,-6.388857606478076e-06,-6.589846806870679e-06,-7.938171268832994e-06,-1.3864237304606027e-05,-1.2685764071613245e-05,-1.695863151234075e-05,-1.5977421650821002e-05,-2.034041826655112e-05,-2.300437358669364e-05,-2.3078325005492054e-05,-2.289959519882779e-05,38.47799412001328,36.77014553519642,36.11073783775075,35.9066704466946,35.37526819523918,35.25952001308528,35.260757455053344,35.270822942628286,38.47799412001328,36.77014553519642,36.11073783775075,35.9066704466946,35.37526819523918,35.25952001308528,35.260757455053344,35.270822942628286
255,"1**2 * RationalQuadratic(alpha=1, length_scale=1) + WhiteKernel(noise_level=1e-05)",35.36705955921818,-1.1803451616445607e-05,35.36705955921818,-0.0002541705066453618,0.0001,"{'alpha': 0.0001, 'kernel': 1**2 * RationalQuadratic(alpha=1, length_scale=1) + WhiteKernel(noise_level=1e-05)}",2.8325842692537124e-06,1.2567809577742526,0.000577466348829125,23,35,-0.0017795552413237881,-2.8555541354692187e-05,-0.00010196073041198657,-7.73145229319312e-05,-1.5717759632381746e-05,-9.08553517321255e-06,-1.0011770333439232e-05,-1.1162952001462941e-05,-1.4419718316924783e-05,-1.255179382455241e-05,-7.222445839503812e-06,-7.0159289926513e-06,-1.1605855222328009e-05,-1.3777762762158313e-05,-1.3971072663413808e-05,-1.386303531003242e-05,38.28866862251005,36.338405398486145,35.230671402685985,35.11371322421919,34.552020426370674,34.45889016589219,34.45963145332091,34.494475780260274,38.28866862251005,36.338405398486145,35.230671402685985,35.11371322421919,34.552020426370674,34.45889016589219,34.45963145332091,34.494475780260274
49,1**2 * RBF(length_scale=1) + WhiteKernel(noise_level=1e-05) + 1**2,35.227175925548956,-5.0270923722925605e-06,35.227175925548956,-0.0004308168441447884,1e-07,"{'alpha': 1e-07, 'kernel': 1**2 * RBF(length_scale=1) + WhiteKernel(noise_level=1e-05) + 1**2}",2.836429782018189e-06,1.9744058348081908,0.0008757508242394291,41,36,-0.0027065588807103722,-0.0005255892710079357,-9.556464861237154e-05,-9.660385561864341e-05,-8.727239403813195e-06,-5.294059372110928e-06,-4.148420449524972e-09,-8.192650012610615e-06,-6.815264328943119e-06,-6.2450778707279834e-06,-1.3293454030418313e-07,-1.4032579086252062e-07,-6.3900502246265264e-06,-6.447859318888473e-06,-7.085516381060583e-06,-6.959710522927089e-06,39.55351644188585,36.37094428071557,35.58973193824728,35.636190213702164,34.44455845807484,33.771745626163074,32.98374103061882,33.466979414984046,39.55351644188585,36.37094428071557,35.58973193824728,35.636190213702164,34.44455845807484,33.771745626163074,32.98374103061882,33.466979414984046
115,1**2 * RBF(length_scale=1) + WhiteKernel(noise_level=1e-05) + 1**2,35.21092425928013,-5.031855377666826e-06,35.21092425928013,-0.0004307933124927752,1e-06,"{'alpha': 1e-06, 'kernel': 1**2 * RBF(length_scale=1) + WhiteKernel(noise_level=1e-05) + 1**2}",2.8282148178850602e-06,1.9714278272911563,0.0008757602727281855,40,37,-0.002706560097947361,-0.0005255892011710749,-9.543775967021549e-05,-9.654126630566355e-05,-8.727271312417365e-06,-5.294035465998442e-06,-4.147701853112794e-09,-8.192720367617673e-06,-6.815270371592552e-06,-6.245082008144735e-06,-1.520268234486743e-07,-1.5934920273077256e-07,-6.390043687990275e-06,-6.4478276009089685e-06,-7.085501616457244e-06,-6.959741710061384e-06,39.553516441874216,36.370944280721666,35.525052125344025,35.57085669722395,34.444558458027245,33.7717456250909,32.983741030642356,33.46697941531666,39.553516441874216,36.370944280721666,35.525052125344025,35.57085669722395,34.444558458027245,33.7717456250909,32.983741030642356,33.46697941531666
51,"1**2 * RationalQuadratic(alpha=1, length_scale=1) + WhiteKernel(noise_level=1e-05)",35.18719116317429,-4.3446209542769496e-06,35.18719116317429,-0.00032378129133483536,1e-07,"{'alpha': 1e-07, 'kernel': 1**2 * RationalQuadratic(alpha=1, length_scale=1) + WhiteKernel(noise_level=1e-05)}",2.46449823538618e-06,1.649749692675963,0.0007017830604031559,26,38,-0.0021719674079055816,-0.00020666544905394082,-9.752423607199914e-05,-9.400232474430519e-05,-6.494778619916216e-07,-1.1074677943225144e-05,-1.7550295766624127e-06,-6.611727520976808e-06,-6.2356888690194085e-06,-5.544618236935233e-06,-9.881125334606848e-08,-9.430498339284106e-08,-5.438727980826342e-06,-5.546334995842942e-06,-5.958077492246636e-06,-5.8404038226061255e-06,39.07741161116929,35.90881901367487,35.31898784904002,35.1899574268027,34.49164535573892,34.098958889951,33.55617256244057,33.855576596576924,39.07741161116929,35.90881901367487,35.31898784904002,35.1899574268027,34.49164535573892,34.098958889951,33.55617256244057,33.855576596576924
117,"1**2 * RationalQuadratic(alpha=1, length_scale=1) + WhiteKernel(noise_level=1e-05)",35.17817948849355,-4.348846628104206e-06,35.17817948849355,-0.0003237556694695821,1e-06,"{'alpha': 1e-06, 'kernel': 1**2 * RationalQuadratic(alpha=1, length_scale=1) + WhiteKernel(noise_level=1e-05)}",2.4572222773882475e-06,1.6494526172973265,0.0007017918979999898,25,39,-0.0021719685713264274,-0.00020666608447403382,-9.752741824537986e-05,-9.379235210906678e-05,-6.494932397665796e-07,-1.1074651688194043e-05,-1.7550516194971032e-06,-6.611733054291049e-06,-6.235693694263279e-06,-5.544610597263307e-06,-1.1609638403997191e-07,-1.1080119886373921e-07,-5.4387216838794515e-06,-5.546326303883846e-06,-5.958105818861945e-06,-5.8404173437781056e-06,39.077411611199324,35.90881901370634,35.282595964074694,35.15425591419426,34.49164535569125,34.09895888996987,33.55617256252508,33.855576596587554,39.077411611199324,35.90881901370634,35.282595964074694,35.15425591419426,34.49164535569125,34.09895888996987,33.55617256252508,33.855576596587554
183,"1**2 * RationalQuadratic(alpha=1, length_scale=1) + WhiteKernel(noise_level=1e-05)",35.096518282194936,-4.406865415914206e-06,35.096518282194936,-0.0003235078052077177,1e-05,"{'alpha': 1e-05, 'kernel': 1**2 * RationalQuadratic(alpha=1, length_scale=1) + WhiteKernel(noise_level=1e-05)}",2.357248649012431e-06,1.653494650901854,0.0007018741707162167,24,40,-0.002171970336818163,-0.0002066690308612661,-9.756088257579742e-05,-9.177140886765519e-05,-6.494556516004804e-07,-1.1074560098589075e-05,-1.755040934786166e-06,-6.611725853884234e-06,-6.235717338348246e-06,-5.544584118340063e-06,-3.5362384797880787e-07,-3.3740358969139296e-07,-5.4387340489639895e-06,-5.546324220623428e-06,-5.9581276854411205e-06,-5.8404084779266e-06,39.077411611235036,35.90881901322553,34.9533460873225,34.83021614125894,34.49164535567282,34.09895888981365,33.55617256243445,33.855576596596514,39.077411611235036,35.90881901322553,34.9533460873225,34.83021614125894,34.49164535567282,34.09895888981365,33.55617256243445,33.855576596596514
181,1**2 * RBF(length_scale=1) + WhiteKernel(noise_level=1e-05) + 1**2,35.07673115845995,-5.0923667506309544e-06,35.07673115845995,-0.0004305670746362253,1e-05,"{'alpha': 1e-05, 'kernel': 1**2 * RBF(length_scale=1) + WhiteKernel(noise_level=1e-05) + 1**2}",2.7238903452577677e-06,1.9621576368649387,0.0008758501152285301,39,41,-0.0027065686753032915,-0.0005255895395292478,-9.42699768138171e-05,-9.58902603213637e-05,-8.727226627221947e-06,-5.294057006506714e-06,-4.14746546291812e-09,-8.192714022890549e-06,-6.815205620302583e-06,-6.245081278581532e-06,-3.9730805223077273e-07,-3.9820328924092436e-07,-6.390049353568772e-06,-6.447855868754587e-06,-7.0854960191138914e-06,-6.959734523254574e-06,39.55351643911616,36.370944280722554,34.99149208894213,35.03087192871117,34.44455845809164,33.77174562616793,32.983741030621836,33.46697941530614,39.55351643911616,36.370944280722554,34.99149208894213,35.03087192871117,34.44455845809164,33.77174562616793,32.983741030621836,33.46697941530614
253,1**2 * RBF(length_scale=1) + WhiteKernel(noise_level=1e-05) + 1**2,34.92437239539431,-1.1855965127174068e-05,34.92437239539431,-0.0004018077210297006,0.0001,"{'alpha': 0.0001, 'kernel': 1**2 * RBF(length_scale=1) + WhiteKernel(noise_level=1e-05) + 1**2}",2.870509189835564e-06,1.4713082928327947,0.0008324643184022637,34,42,-0.0025795645185096193,-0.00040563059615524207,-9.32782745534718e-05,-8.695107951507778e-05,-1.5536867377652746e-05,-9.634229377299135e-06,-1.1356095202011663e-05,-1.2510107547229972e-05,-1.4671281947247991e-05,-1.2751157421446625e-05,-7.241064234505018e-06,-7.036967635369294e-06,-1.1456204260506706e-05,-1.386472337624556e-05,-1.3991039818253118e-05,-1.383528232381823e-05,38.26232493818522,36.28331993046058,34.62153926806923,34.59243976915147,33.945115266708775,33.88391440942122,33.89324993224573,33.913075648912226,38.26232493818522,36.28331993046058,34.62153926806923,34.59243976915147,33.945115266708775,33.88391440942122,33.89324993224573,33.913075648912226
249,"1**2 * RationalQuadratic(alpha=1, length_scale=1) + WhiteKernel(noise_level=1e-05)",33.56380967571859,-1.1692241413289196e-05,33.56380967571859,-0.0003548700048237684,0.0001,"{'alpha': 0.0001, 'kernel': 1**2 * RationalQuadratic(alpha=1, length_scale=1) + WhiteKernel(noise_level=1e-05)}",2.8087335504095174e-06,1.3770514705706165,0.0007652822195203346,29,43,-0.002369167108210224,-0.000252228481882894,-9.939818707343029e-05,-7.463239420347592e-05,-3.2434105423089835e-08,-1.8712321071448216e-05,-8.071530764014704e-06,-1.6717581279236888e-05,-1.5195477493336608e-05,-1.2373569237281811e-05,-7.254929083620626e-06,-6.8927745634589255e-06,-1.2112874660775904e-05,-1.2812670914738308e-05,-1.3612118070287963e-05,-1.3283517282813417e-05,36.98418293001701,34.2608763846863,33.03619887712746,32.92123643390798,33.08028424157507,32.85316668548775,32.59090954177418,32.783622311173,36.98418293001701,34.2608763846863,33.03619887712746,32.92123643390798,33.08028424157507,32.85316668548775,32.59090954177418,32.783622311173
252,1**2 * RBF(length_scale=1) + WhiteKernel(noise_level=1e-05),33.31350686873157,-1.0257678816701512e-05,33.31350686873157,-0.0009598179349548357,0.0001,"{'alpha': 0.0001, 'kernel': 1**2 * RBF(length_scale=1) + WhiteKernel(noise_level=1e-05)}",2.7788171319504866e-06,1.8719810445860612,0.001787787722626307,112,44,-0.005337487929807169,-0.002104480089453537,-0.00012975856908586695,-6.456031058328655e-05,-2.8246590024400127e-05,-4.929602167191765e-06,-3.944281586397634e-06,-5.136106930837417e-06,-1.317823159195759e-05,-1.1917603909930606e-05,-5.773007352717905e-06,-5.574125171412436e-06,-9.862615843441354e-06,-1.1858228044835395e-05,-1.1993459244019114e-05,-1.1904159375297688e-05,37.25456117111598,35.60351948308375,32.91259123213507,32.6103419987176,32.18400132514736,31.97595198646563,31.96324211536549,32.0038456378217,37.25456117111598,35.60351948308375,32.91259123213507,32.6103419987176,32.18400132514736,31.97595198646563,31.96324211536549,32.0038456378217
