,param_kernel,mean_train_log_marginal_likelihood,mean_train_mean_squared_error,mean_test_log_marginal_likelihood,mean_test_mean_squared_error,param_alpha,params,std_train_mean_squared_error,std_test_log_marginal_likelihood,std_test_mean_squared_error,rank_test_mean_squared_error,rank_test_log_marginal_likelihood,split0_test_mean_squared_error,split1_test_mean_squared_error,split2_test_mean_squared_error,split3_test_mean_squared_error,split4_test_mean_squared_error,split5_test_mean_squared_error,split6_test_mean_squared_error,split7_test_mean_squared_error,split0_train_mean_squared_error,split1_train_mean_squared_error,split2_train_mean_squared_error,split3_train_mean_squared_error,split4_train_mean_squared_error,split5_train_mean_squared_error,split6_train_mean_squared_error,split7_train_mean_squared_error,split0_test_log_marginal_likelihood,split1_test_log_marginal_likelihood,split2_test_log_marginal_likelihood,split3_test_log_marginal_likelihood,split4_test_log_marginal_likelihood,split5_test_log_marginal_likelihood,split6_test_log_marginal_likelihood,split7_test_log_marginal_likelihood,split0_train_log_marginal_likelihood,split1_train_log_marginal_likelihood,split2_train_log_marginal_likelihood,split3_train_log_marginal_likelihood,split4_train_log_marginal_likelihood,split5_train_log_marginal_likelihood,split6_train_log_marginal_likelihood,split7_train_log_marginal_likelihood
76,1**2 * RBF(length_scale=1) + WhiteKernel(noise_level=1e-05),25.419003688548482,-8.035891428773048e-08,25.419003688548482,-0.0015865272886909233,1e-06,"{'alpha': 1e-06, 'kernel': 1**2 * RBF(length_scale=1) + WhiteKernel(noise_level=1e-05)}",2.190179851786479e-08,1.5948079030979467,0.0021111002781407434,287,212,-0.006417253309527385,-0.003162305,-0.0018398900000000003,-0.001101005,-0.0001,-3.065e-05,-1.9865e-05,-2.1249999999999998e-05,-1.3502555714704576e-07,-8.88782718485956e-08,-7.804778453016157e-08,-7.307256828848369e-08,-6.726471892083913e-08,-6.689632247561381e-08,-6.683939282584185e-08,-6.684669826526247e-08,29.254543180199065,26.32946918412809,25.41986099746159,24.958787167021697,24.37896533059859,24.340519514324093,24.334559520786897,24.335324613867858,29.254543180199065,26.32946918412809,25.41986099746159,24.958787167021697,24.37896533059859,24.340519514324093,24.334559520786897,24.335324613867858
78,1**2 * RBF(length_scale=1) + WhiteKernel(noise_level=1e-05),25.419003688548482,-8.035891428773048e-08,25.419003688548482,-0.0015865272886909233,1e-06,"{'alpha': 1e-06, 'kernel': 1**2 * RBF(length_scale=1) + WhiteKernel(noise_level=1e-05)}",2.190179851786479e-08,1.5948079030979467,0.0021111002781407434,287,212,-0.006417253309527385,-0.003162305,-0.0018398900000000003,-0.001101005,-0.0001,-3.065e-05,-1.9865e-05,-2.1249999999999998e-05,-1.3502555714704576e-07,-8.88782718485956e-08,-7.804778453016157e-08,-7.307256828848369e-08,-6.726471892083913e-08,-6.689632247561381e-08,-6.683939282584185e-08,-6.684669826526247e-08,29.254543180199065,26.32946918412809,25.41986099746159,24.958787167021697,24.37896533059859,24.340519514324093,24.334559520786897,24.335324613867858,29.254543180199065,26.32946918412809,25.41986099746159,24.958787167021697,24.37896533059859,24.340519514324093,24.334559520786897,24.335324613867858
80,"1**2 * Matern(length_scale=1, nu=1.5) + WhiteKernel(noise_level=1e-05)",25.419003688548482,-8.035891428773048e-08,25.419003688548482,-0.0015865272886909233,1e-06,"{'alpha': 1e-06, 'kernel': 1**2 * Matern(length_scale=1, nu=1.5) + WhiteKernel(noise_level=1e-05)}",2.190179851786479e-08,1.5948079030979467,0.0021111002781407434,287,212,-0.006417253309527385,-0.003162305,-0.0018398900000000003,-0.001101005,-0.0001,-3.065e-05,-1.9865e-05,-2.1249999999999998e-05,-1.3502555714704576e-07,-8.88782718485956e-08,-7.804778453016157e-08,-7.307256828848369e-08,-6.726471892083913e-08,-6.689632247561381e-08,-6.683939282584185e-08,-6.684669826526247e-08,29.254543180199065,26.32946918412809,25.41986099746159,24.958787167021697,24.37896533059859,24.340519514324093,24.334559520786897,24.335324613867858,29.254543180199065,26.32946918412809,25.41986099746159,24.958787167021697,24.37896533059859,24.340519514324093,24.334559520786897,24.335324613867858
82,1**2 * RBF(length_scale=1) + WhiteKernel(noise_level=1e-05),25.419003688548482,-8.035891428773048e-08,25.419003688548482,-0.0015865272886909233,1e-06,"{'alpha': 1e-06, 'kernel': 1**2 * RBF(length_scale=1) + WhiteKernel(noise_level=1e-05)}",2.190179851786479e-08,1.5948079030979467,0.0021111002781407434,287,212,-0.006417253309527385,-0.003162305,-0.0018398900000000003,-0.001101005,-0.0001,-3.065e-05,-1.9865e-05,-2.1249999999999998e-05,-1.3502555714704576e-07,-8.88782718485956e-08,-7.804778453016157e-08,-7.307256828848369e-08,-6.726471892083913e-08,-6.689632247561381e-08,-6.683939282584185e-08,-6.684669826526247e-08,29.254543180199065,26.32946918412809,25.41986099746159,24.958787167021697,24.37896533059859,24.340519514324093,24.334559520786897,24.335324613867858,29.254543180199065,26.32946918412809,25.41986099746159,24.958787167021697,24.37896533059859,24.340519514324093,24.334559520786897,24.335324613867858
84,1**2 * RBF(length_scale=1) + WhiteKernel(noise_level=1e-05),25.419003688548482,-8.035891428773048e-08,25.419003688548482,-0.0015865272886909233,1e-06,"{'alpha': 1e-06, 'kernel': 1**2 * RBF(length_scale=1) + WhiteKernel(noise_level=1e-05)}",2.190179851786479e-08,1.5948079030979467,0.0021111002781407434,287,212,-0.006417253309527385,-0.003162305,-0.0018398900000000003,-0.001101005,-0.0001,-3.065e-05,-1.9865e-05,-2.1249999999999998e-05,-1.3502555714704576e-07,-8.88782718485956e-08,-7.804778453016157e-08,-7.307256828848369e-08,-6.726471892083913e-08,-6.689632247561381e-08,-6.683939282584185e-08,-6.684669826526247e-08,29.254543180199065,26.32946918412809,25.41986099746159,24.958787167021697,24.37896533059859,24.340519514324093,24.334559520786897,24.335324613867858,29.254543180199065,26.32946918412809,25.41986099746159,24.958787167021697,24.37896533059859,24.340519514324093,24.334559520786897,24.335324613867858
86,"1**2 * Matern(length_scale=1, nu=1.5) + WhiteKernel(noise_level=1e-05)",25.419003688548482,-8.035891428773048e-08,25.419003688548482,-0.0015865272886909233,1e-06,"{'alpha': 1e-06, 'kernel': 1**2 * Matern(length_scale=1, nu=1.5) + WhiteKernel(noise_level=1e-05)}",2.190179851786479e-08,1.5948079030979467,0.0021111002781407434,287,212,-0.006417253309527385,-0.003162305,-0.0018398900000000003,-0.001101005,-0.0001,-3.065e-05,-1.9865e-05,-2.1249999999999998e-05,-1.3502555714704576e-07,-8.88782718485956e-08,-7.804778453016157e-08,-7.307256828848369e-08,-6.726471892083913e-08,-6.689632247561381e-08,-6.683939282584185e-08,-6.684669826526247e-08,29.254543180199065,26.32946918412809,25.41986099746159,24.958787167021697,24.37896533059859,24.340519514324093,24.334559520786897,24.335324613867858,29.254543180199065,26.32946918412809,25.41986099746159,24.958787167021697,24.37896533059859,24.340519514324093,24.334559520786897,24.335324613867858
88,1**2 * RBF(length_scale=1) + WhiteKernel(noise_level=1e-05),25.419003688548482,-8.035891428773048e-08,25.419003688548482,-0.0015865272886909233,1e-06,"{'alpha': 1e-06, 'kernel': 1**2 * RBF(length_scale=1) + WhiteKernel(noise_level=1e-05)}",2.190179851786479e-08,1.5948079030979467,0.0021111002781407434,287,212,-0.006417253309527385,-0.003162305,-0.0018398900000000003,-0.001101005,-0.0001,-3.065e-05,-1.9865e-05,-2.1249999999999998e-05,-1.3502555714704576e-07,-8.88782718485956e-08,-7.804778453016157e-08,-7.307256828848369e-08,-6.726471892083913e-08,-6.689632247561381e-08,-6.683939282584185e-08,-6.684669826526247e-08,29.254543180199065,26.32946918412809,25.41986099746159,24.958787167021697,24.37896533059859,24.340519514324093,24.334559520786897,24.335324613867858,29.254543180199065,26.32946918412809,25.41986099746159,24.958787167021697,24.37896533059859,24.340519514324093,24.334559520786897,24.335324613867858
90,1**2 * RBF(length_scale=1) + WhiteKernel(noise_level=1e-05),25.419003688548482,-8.035891428773048e-08,25.419003688548482,-0.0015865272886909233,1e-06,"{'alpha': 1e-06, 'kernel': 1**2 * RBF(length_scale=1) + WhiteKernel(noise_level=1e-05)}",2.190179851786479e-08,1.5948079030979467,0.0021111002781407434,287,212,-0.006417253309527385,-0.003162305,-0.0018398900000000003,-0.001101005,-0.0001,-3.065e-05,-1.9865e-05,-2.1249999999999998e-05,-1.3502555714704576e-07,-8.88782718485956e-08,-7.804778453016157e-08,-7.307256828848369e-08,-6.726471892083913e-08,-6.689632247561381e-08,-6.683939282584185e-08,-6.684669826526247e-08,29.254543180199065,26.32946918412809,25.41986099746159,24.958787167021697,24.37896533059859,24.340519514324093,24.334559520786897,24.335324613867858,29.254543180199065,26.32946918412809,25.41986099746159,24.958787167021697,24.37896533059859,24.340519514324093,24.334559520786897,24.335324613867858
92,"1**2 * Matern(length_scale=1, nu=1.5) + WhiteKernel(noise_level=1e-05)",25.419003688548482,-8.035891428773048e-08,25.419003688548482,-0.0015865272886909233,1e-06,"{'alpha': 1e-06, 'kernel': 1**2 * Matern(length_scale=1, nu=1.5) + WhiteKernel(noise_level=1e-05)}",2.190179851786479e-08,1.5948079030979467,0.0021111002781407434,287,212,-0.006417253309527385,-0.003162305,-0.0018398900000000003,-0.001101005,-0.0001,-3.065e-05,-1.9865e-05,-2.1249999999999998e-05,-1.3502555714704576e-07,-8.88782718485956e-08,-7.804778453016157e-08,-7.307256828848369e-08,-6.726471892083913e-08,-6.689632247561381e-08,-6.683939282584185e-08,-6.684669826526247e-08,29.254543180199065,26.32946918412809,25.41986099746159,24.958787167021697,24.37896533059859,24.340519514324093,24.334559520786897,24.335324613867858,29.254543180199065,26.32946918412809,25.41986099746159,24.958787167021697,24.37896533059859,24.340519514324093,24.334559520786897,24.335324613867858
94,1**2 * RBF(length_scale=1) + WhiteKernel(noise_level=1e-05),25.419003688548482,-8.035891428773048e-08,25.419003688548482,-0.0015865272886909233,1e-06,"{'alpha': 1e-06, 'kernel': 1**2 * RBF(length_scale=1) + WhiteKernel(noise_level=1e-05)}",2.190179851786479e-08,1.5948079030979467,0.0021111002781407434,287,212,-0.006417253309527385,-0.003162305,-0.0018398900000000003,-0.001101005,-0.0001,-3.065e-05,-1.9865e-05,-2.1249999999999998e-05,-1.3502555714704576e-07,-8.88782718485956e-08,-7.804778453016157e-08,-7.307256828848369e-08,-6.726471892083913e-08,-6.689632247561381e-08,-6.683939282584185e-08,-6.684669826526247e-08,29.254543180199065,26.32946918412809,25.41986099746159,24.958787167021697,24.37896533059859,24.340519514324093,24.334559520786897,24.335324613867858,29.254543180199065,26.32946918412809,25.41986099746159,24.958787167021697,24.37896533059859,24.340519514324093,24.334559520786897,24.335324613867858
96,1**2 * RBF(length_scale=1) + WhiteKernel(noise_level=1e-05),25.419003688548482,-8.035891428773048e-08,25.419003688548482,-0.0015865272886909233,1e-06,"{'alpha': 1e-06, 'kernel': 1**2 * RBF(length_scale=1) + WhiteKernel(noise_level=1e-05)}",2.190179851786479e-08,1.5948079030979467,0.0021111002781407434,287,212,-0.006417253309527385,-0.003162305,-0.0018398900000000003,-0.001101005,-0.0001,-3.065e-05,-1.9865e-05,-2.1249999999999998e-05,-1.3502555714704576e-07,-8.88782718485956e-08,-7.804778453016157e-08,-7.307256828848369e-08,-6.726471892083913e-08,-6.689632247561381e-08,-6.683939282584185e-08,-6.684669826526247e-08,29.254543180199065,26.32946918412809,25.41986099746159,24.958787167021697,24.37896533059859,24.340519514324093,24.334559520786897,24.335324613867858,29.254543180199065,26.32946918412809,25.41986099746159,24.958787167021697,24.37896533059859,24.340519514324093,24.334559520786897,24.335324613867858
98,"1**2 * Matern(length_scale=1, nu=1.5) + WhiteKernel(noise_level=1e-05)",25.419003688548482,-8.035891428773048e-08,25.419003688548482,-0.0015865272886909233,1e-06,"{'alpha': 1e-06, 'kernel': 1**2 * Matern(length_scale=1, nu=1.5) + WhiteKernel(noise_level=1e-05)}",2.190179851786479e-08,1.5948079030979467,0.0021111002781407434,287,212,-0.006417253309527385,-0.003162305,-0.0018398900000000003,-0.001101005,-0.0001,-3.065e-05,-1.9865e-05,-2.1249999999999998e-05,-1.3502555714704576e-07,-8.88782718485956e-08,-7.804778453016157e-08,-7.307256828848369e-08,-6.726471892083913e-08,-6.689632247561381e-08,-6.683939282584185e-08,-6.684669826526247e-08,29.254543180199065,26.32946918412809,25.41986099746159,24.958787167021697,24.37896533059859,24.340519514324093,24.334559520786897,24.335324613867858,29.254543180199065,26.32946918412809,25.41986099746159,24.958787167021697,24.37896533059859,24.340519514324093,24.334559520786897,24.335324613867858
100,1**2 * RBF(length_scale=1) + WhiteKernel(noise_level=1e-05),25.419003688548482,-8.035891428773048e-08,25.419003688548482,-0.0015865272886909233,1e-06,"{'alpha': 1e-06, 'kernel': 1**2 * RBF(length_scale=1) + WhiteKernel(noise_level=1e-05)}",2.190179851786479e-08,1.5948079030979467,0.0021111002781407434,287,212,-0.006417253309527385,-0.003162305,-0.0018398900000000003,-0.001101005,-0.0001,-3.065e-05,-1.9865e-05,-2.1249999999999998e-05,-1.3502555714704576e-07,-8.88782718485956e-08,-7.804778453016157e-08,-7.307256828848369e-08,-6.726471892083913e-08,-6.689632247561381e-08,-6.683939282584185e-08,-6.684669826526247e-08,29.254543180199065,26.32946918412809,25.41986099746159,24.958787167021697,24.37896533059859,24.340519514324093,24.334559520786897,24.335324613867858,29.254543180199065,26.32946918412809,25.41986099746159,24.958787167021697,24.37896533059859,24.340519514324093,24.334559520786897,24.335324613867858
69,"1**2 * RationalQuadratic(alpha=1, length_scale=1) + WhiteKernel(noise_level=1e-05)",25.41900368854749,-8.03582681724021e-08,25.41900368854749,-0.0015865272886908947,1e-06,"{'alpha': 1e-06, 'kernel': 1**2 * RationalQuadratic(alpha=1, length_scale=1) + WhiteKernel(noise_level=1e-05)}",2.1900128116649786e-08,1.594807903100535,0.002111100278140745,279,230,-0.006417253309527385,-0.003162305,-0.0018398899999998875,-0.0011010049999998868,-9.999999999999988e-05,-3.064999999999985e-05,-1.986499999999977e-05,-2.1249999999999815e-05,-1.3501902822664108e-07,-8.88812880037157e-08,-7.804890185215752e-08,-7.307321340296637e-08,-6.726388444519377e-08,-6.68954631430668e-08,-6.683853022776857e-08,-6.684583607770694e-08,29.25454318020264,26.329469184131572,25.419860997461594,24.958787167021796,24.37896533059433,24.340519514320416,24.33455952078331,24.335324613864255,29.25454318020264,26.329469184131572,25.419860997461594,24.958787167021796,24.37896533059433,24.340519514320416,24.33455952078331,24.335324613864255
132,1**2 * RBF(length_scale=1) + WhiteKernel(noise_level=1e-05),25.41900368854742,-2.656521365701979e-07,25.41900368854742,-0.0015865272886909233,1e-05,"{'alpha': 1e-05, 'kernel': 1**2 * RBF(length_scale=1) + WhiteKernel(noise_level=1e-05)}",7.23495314172512e-08,1.5948079031011657,0.0021111002781407434,287,231,-0.006417253309527385,-0.003162305,-0.0018398900000000003,-0.001101005,-0.0001,-3.065e-05,-1.9865e-05,-2.1249999999999998e-05,-4.4621853753937414e-07,-2.9381204762135973e-07,-2.5807806111739585e-07,-2.4160217556449827e-07,-2.223789029915959e-07,-2.2115997225667137e-07,-2.209716122232706e-07,-2.209957832474174e-07,29.254543180204447,26.32946918413086,25.41986099746158,24.958787167021804,24.378965330593637,24.340519514320075,24.334559520783003,24.335324613863943,29.254543180204447,26.32946918413086,25.41986099746158,24.958787167021804,24.378965330593637,24.340519514320075,24.334559520783003,24.335324613863943
134,"1**2 * Matern(length_scale=1, nu=1.5) + WhiteKernel(noise_level=1e-05)",25.41900368854742,-2.656521365701979e-07,25.41900368854742,-0.0015865272886909233,1e-05,"{'alpha': 1e-05, 'kernel': 1**2 * Matern(length_scale=1, nu=1.5) + WhiteKernel(noise_level=1e-05)}",7.23495314172512e-08,1.5948079031011657,0.0021111002781407434,287,231,-0.006417253309527385,-0.003162305,-0.0018398900000000003,-0.001101005,-0.0001,-3.065e-05,-1.9865e-05,-2.1249999999999998e-05,-4.4621853753937414e-07,-2.9381204762135973e-07,-2.5807806111739585e-07,-2.4160217556449827e-07,-2.223789029915959e-07,-2.2115997225667137e-07,-2.209716122232706e-07,-2.209957832474174e-07,29.254543180204447,26.32946918413086,25.41986099746158,24.958787167021804,24.378965330593637,24.340519514320075,24.334559520783003,24.335324613863943,29.254543180204447,26.32946918413086,25.41986099746158,24.958787167021804,24.378965330593637,24.340519514320075,24.334559520783003,24.335324613863943
136,1**2 * RBF(length_scale=1) + WhiteKernel(noise_level=1e-05),25.41900368854742,-2.656521365701979e-07,25.41900368854742,-0.0015865272886909233,1e-05,"{'alpha': 1e-05, 'kernel': 1**2 * RBF(length_scale=1) + WhiteKernel(noise_level=1e-05)}",7.23495314172512e-08,1.5948079031011657,0.0021111002781407434,287,231,-0.006417253309527385,-0.003162305,-0.0018398900000000003,-0.001101005,-0.0001,-3.065e-05,-1.9865e-05,-2.1249999999999998e-05,-4.4621853753937414e-07,-2.9381204762135973e-07,-2.5807806111739585e-07,-2.4160217556449827e-07,-2.223789029915959e-07,-2.2115997225667137e-07,-2.209716122232706e-07,-2.209957832474174e-07,29.254543180204447,26.32946918413086,25.41986099746158,24.958787167021804,24.378965330593637,24.340519514320075,24.334559520783003,24.335324613863943,29.254543180204447,26.32946918413086,25.41986099746158,24.958787167021804,24.378965330593637,24.340519514320075,24.334559520783003,24.335324613863943
138,1**2 * RBF(length_scale=1) + WhiteKernel(noise_level=1e-05),25.41900368854742,-2.656521365701979e-07,25.41900368854742,-0.0015865272886909233,1e-05,"{'alpha': 1e-05, 'kernel': 1**2 * RBF(length_scale=1) + WhiteKernel(noise_level=1e-05)}",7.23495314172512e-08,1.5948079031011657,0.0021111002781407434,287,231,-0.006417253309527385,-0.003162305,-0.0018398900000000003,-0.001101005,-0.0001,-3.065e-05,-1.9865e-05,-2.1249999999999998e-05,-4.4621853753937414e-07,-2.9381204762135973e-07,-2.5807806111739585e-07,-2.4160217556449827e-07,-2.223789029915959e-07,-2.2115997225667137e-07,-2.209716122232706e-07,-2.209957832474174e-07,29.254543180204447,26.32946918413086,25.41986099746158,24.958787167021804,24.378965330593637,24.340519514320075,24.334559520783003,24.335324613863943,29.254543180204447,26.32946918413086,25.41986099746158,24.958787167021804,24.378965330593637,24.340519514320075,24.334559520783003,24.335324613863943
140,"1**2 * Matern(length_scale=1, nu=1.5) + WhiteKernel(noise_level=1e-05)",25.41900368854742,-2.656521365701979e-07,25.41900368854742,-0.0015865272886909233,1e-05,"{'alpha': 1e-05, 'kernel': 1**2 * Matern(length_scale=1, nu=1.5) + WhiteKernel(noise_level=1e-05)}",7.23495314172512e-08,1.5948079031011657,0.0021111002781407434,287,231,-0.006417253309527385,-0.003162305,-0.0018398900000000003,-0.001101005,-0.0001,-3.065e-05,-1.9865e-05,-2.1249999999999998e-05,-4.4621853753937414e-07,-2.9381204762135973e-07,-2.5807806111739585e-07,-2.4160217556449827e-07,-2.223789029915959e-07,-2.2115997225667137e-07,-2.209716122232706e-07,-2.209957832474174e-07,29.254543180204447,26.32946918413086,25.41986099746158,24.958787167021804,24.378965330593637,24.340519514320075,24.334559520783003,24.335324613863943,29.254543180204447,26.32946918413086,25.41986099746158,24.958787167021804,24.378965330593637,24.340519514320075,24.334559520783003,24.335324613863943
142,1**2 * RBF(length_scale=1) + WhiteKernel(noise_level=1e-05),25.41900368854742,-2.656521365701979e-07,25.41900368854742,-0.0015865272886909233,1e-05,"{'alpha': 1e-05, 'kernel': 1**2 * RBF(length_scale=1) + WhiteKernel(noise_level=1e-05)}",7.23495314172512e-08,1.5948079031011657,0.0021111002781407434,287,231,-0.006417253309527385,-0.003162305,-0.0018398900000000003,-0.001101005,-0.0001,-3.065e-05,-1.9865e-05,-2.1249999999999998e-05,-4.4621853753937414e-07,-2.9381204762135973e-07,-2.5807806111739585e-07,-2.4160217556449827e-07,-2.223789029915959e-07,-2.2115997225667137e-07,-2.209716122232706e-07,-2.209957832474174e-07,29.254543180204447,26.32946918413086,25.41986099746158,24.958787167021804,24.378965330593637,24.340519514320075,24.334559520783003,24.335324613863943,29.254543180204447,26.32946918413086,25.41986099746158,24.958787167021804,24.378965330593637,24.340519514320075,24.334559520783003,24.335324613863943
144,1**2 * RBF(length_scale=1) + WhiteKernel(noise_level=1e-05),25.41900368854742,-2.656521365701979e-07,25.41900368854742,-0.0015865272886909233,1e-05,"{'alpha': 1e-05, 'kernel': 1**2 * RBF(length_scale=1) + WhiteKernel(noise_level=1e-05)}",7.23495314172512e-08,1.5948079031011657,0.0021111002781407434,287,231,-0.006417253309527385,-0.003162305,-0.0018398900000000003,-0.001101005,-0.0001,-3.065e-05,-1.9865e-05,-2.1249999999999998e-05,-4.4621853753937414e-07,-2.9381204762135973e-07,-2.5807806111739585e-07,-2.4160217556449827e-07,-2.223789029915959e-07,-2.2115997225667137e-07,-2.209716122232706e-07,-2.209957832474174e-07,29.254543180204447,26.32946918413086,25.41986099746158,24.958787167021804,24.378965330593637,24.340519514320075,24.334559520783003,24.335324613863943,29.254543180204447,26.32946918413086,25.41986099746158,24.958787167021804,24.378965330593637,24.340519514320075,24.334559520783003,24.335324613863943
146,"1**2 * Matern(length_scale=1, nu=1.5) + WhiteKernel(noise_level=1e-05)",25.41900368854742,-2.656521365701979e-07,25.41900368854742,-0.0015865272886909233,1e-05,"{'alpha': 1e-05, 'kernel': 1**2 * Matern(length_scale=1, nu=1.5) + WhiteKernel(noise_level=1e-05)}",7.23495314172512e-08,1.5948079031011657,0.0021111002781407434,287,231,-0.006417253309527385,-0.003162305,-0.0018398900000000003,-0.001101005,-0.0001,-3.065e-05,-1.9865e-05,-2.1249999999999998e-05,-4.4621853753937414e-07,-2.9381204762135973e-07,-2.5807806111739585e-07,-2.4160217556449827e-07,-2.223789029915959e-07,-2.2115997225667137e-07,-2.209716122232706e-07,-2.209957832474174e-07,29.254543180204447,26.32946918413086,25.41986099746158,24.958787167021804,24.378965330593637,24.340519514320075,24.334559520783003,24.335324613863943,29.254543180204447,26.32946918413086,25.41986099746158,24.958787167021804,24.378965330593637,24.340519514320075,24.334559520783003,24.335324613863943
148,1**2 * RBF(length_scale=1) + WhiteKernel(noise_level=1e-05),25.41900368854742,-2.656521365701979e-07,25.41900368854742,-0.0015865272886909233,1e-05,"{'alpha': 1e-05, 'kernel': 1**2 * RBF(length_scale=1) + WhiteKernel(noise_level=1e-05)}",7.23495314172512e-08,1.5948079031011657,0.0021111002781407434,287,231,-0.006417253309527385,-0.003162305,-0.0018398900000000003,-0.001101005,-0.0001,-3.065e-05,-1.9865e-05,-2.1249999999999998e-05,-4.4621853753937414e-07,-2.9381204762135973e-07,-2.5807806111739585e-07,-2.4160217556449827e-07,-2.223789029915959e-07,-2.2115997225667137e-07,-2.209716122232706e-07,-2.209957832474174e-07,29.254543180204447,26.32946918413086,25.41986099746158,24.958787167021804,24.378965330593637,24.340519514320075,24.334559520783003,24.335324613863943,29.254543180204447,26.32946918413086,25.41986099746158,24.958787167021804,24.378965330593637,24.340519514320075,24.334559520783003,24.335324613863943
150,1**2 * RBF(length_scale=1) + WhiteKernel(noise_level=1e-05),25.41900368854742,-2.656521365701979e-07,25.41900368854742,-0.0015865272886909233,1e-05,"{'alpha': 1e-05, 'kernel': 1**2 * RBF(length_scale=1) + WhiteKernel(noise_level=1e-05)}",7.23495314172512e-08,1.5948079031011657,0.0021111002781407434,287,231,-0.006417253309527385,-0.003162305,-0.0018398900000000003,-0.001101005,-0.0001,-3.065e-05,-1.9865e-05,-2.1249999999999998e-05,-4.4621853753937414e-07,-2.9381204762135973e-07,-2.5807806111739585e-07,-2.4160217556449827e-07,-2.223789029915959e-07,-2.2115997225667137e-07,-2.209716122232706e-07,-2.209957832474174e-07,29.254543180204447,26.32946918413086,25.41986099746158,24.958787167021804,24.378965330593637,24.340519514320075,24.334559520783003,24.335324613863943,29.254543180204447,26.32946918413086,25.41986099746158,24.958787167021804,24.378965330593637,24.340519514320075,24.334559520783003,24.335324613863943
152,"1**2 * Matern(length_scale=1, nu=1.5) + WhiteKernel(noise_level=1e-05)",25.41900368854742,-2.656521365701979e-07,25.41900368854742,-0.0015865272886909233,1e-05,"{'alpha': 1e-05, 'kernel': 1**2 * Matern(length_scale=1, nu=1.5) + WhiteKernel(noise_level=1e-05)}",7.23495314172512e-08,1.5948079031011657,0.0021111002781407434,287,231,-0.006417253309527385,-0.003162305,-0.0018398900000000003,-0.001101005,-0.0001,-3.065e-05,-1.9865e-05,-2.1249999999999998e-05,-4.4621853753937414e-07,-2.9381204762135973e-07,-2.5807806111739585e-07,-2.4160217556449827e-07,-2.223789029915959e-07,-2.2115997225667137e-07,-2.209716122232706e-07,-2.209957832474174e-07,29.254543180204447,26.32946918413086,25.41986099746158,24.958787167021804,24.378965330593637,24.340519514320075,24.334559520783003,24.335324613863943,29.254543180204447,26.32946918413086,25.41986099746158,24.958787167021804,24.378965330593637,24.340519514320075,24.334559520783003,24.335324613863943
154,1**2 * RBF(length_scale=1) + WhiteKernel(noise_level=1e-05),25.41900368854742,-2.656521365701979e-07,25.41900368854742,-0.0015865272886909233,1e-05,"{'alpha': 1e-05, 'kernel': 1**2 * RBF(length_scale=1) + WhiteKernel(noise_level=1e-05)}",7.23495314172512e-08,1.5948079031011657,0.0021111002781407434,287,231,-0.006417253309527385,-0.003162305,-0.0018398900000000003,-0.001101005,-0.0001,-3.065e-05,-1.9865e-05,-2.1249999999999998e-05,-4.4621853753937414e-07,-2.9381204762135973e-07,-2.5807806111739585e-07,-2.4160217556449827e-07,-2.223789029915959e-07,-2.2115997225667137e-07,-2.209716122232706e-07,-2.209957832474174e-07,29.254543180204447,26.32946918413086,25.41986099746158,24.958787167021804,24.378965330593637,24.340519514320075,24.334559520783003,24.335324613863943,29.254543180204447,26.32946918413086,25.41986099746158,24.958787167021804,24.378965330593637,24.340519514320075,24.334559520783003,24.335324613863943
156,1**2 * RBF(length_scale=1) + WhiteKernel(noise_level=1e-05),25.41900368854742,-2.656521365701979e-07,25.41900368854742,-0.0015865272886909233,1e-05,"{'alpha': 1e-05, 'kernel': 1**2 * RBF(length_scale=1) + WhiteKernel(noise_level=1e-05)}",7.23495314172512e-08,1.5948079031011657,0.0021111002781407434,287,231,-0.006417253309527385,-0.003162305,-0.0018398900000000003,-0.001101005,-0.0001,-3.065e-05,-1.9865e-05,-2.1249999999999998e-05,-4.4621853753937414e-07,-2.9381204762135973e-07,-2.5807806111739585e-07,-2.4160217556449827e-07,-2.223789029915959e-07,-2.2115997225667137e-07,-2.209716122232706e-07,-2.209957832474174e-07,29.254543180204447,26.32946918413086,25.41986099746158,24.958787167021804,24.378965330593637,24.340519514320075,24.334559520783003,24.335324613863943,29.254543180204447,26.32946918413086,25.41986099746158,24.958787167021804,24.378965330593637,24.340519514320075,24.334559520783003,24.335324613863943
158,"1**2 * Matern(length_scale=1, nu=1.5) + WhiteKernel(noise_level=1e-05)",25.41900368854742,-2.656521365701979e-07,25.41900368854742,-0.0015865272886909233,1e-05,"{'alpha': 1e-05, 'kernel': 1**2 * Matern(length_scale=1, nu=1.5) + WhiteKernel(noise_level=1e-05)}",7.23495314172512e-08,1.5948079031011657,0.0021111002781407434,287,231,-0.006417253309527385,-0.003162305,-0.0018398900000000003,-0.001101005,-0.0001,-3.065e-05,-1.9865e-05,-2.1249999999999998e-05,-4.4621853753937414e-07,-2.9381204762135973e-07,-2.5807806111739585e-07,-2.4160217556449827e-07,-2.223789029915959e-07,-2.2115997225667137e-07,-2.209716122232706e-07,-2.209957832474174e-07,29.254543180204447,26.32946918413086,25.41986099746158,24.958787167021804,24.378965330593637,24.340519514320075,24.334559520783003,24.335324613863943,29.254543180204447,26.32946918413086,25.41986099746158,24.958787167021804,24.378965330593637,24.340519514320075,24.334559520783003,24.335324613863943
